Manual_ID,project_name,createTime,publishTime,capitalSourceName,digest,fdid,Tender_type,project_url
1493,Procurement of 0748-2340CA6030IJ equipment(1),2023-10-16,2023-10-16,Currency,"0748-2340CA6030IJ,equipment",ff808081870df1e9018b375cfacb0db5,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b375cfacb0db5.html
1494,Procurement of 3557-234RXJD23003/03 Medical consumables procurement of Hegang People's Hospital (imported)(1),2023-10-16,2023-10-16,Currency,"3557-234RXJD23003/03,Medical consumables procurement of Hegang People's Hospital (imported)",ff808081870df1e9018b37577d690804,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b37577d690804.html
1495,Procurement of 1049-234NMAC20232/01 Procurement of medical equipment for Inner Mongolia Medical College hospitals(1),2023-10-16,2023-10-16,Currency,"1049-234NMAC20232/01,Procurement of medical equipment for Inner Mongolia Medical College hospitals",ff808081870df1e9018b3755a902060f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3755a902060f.html
1496,Procurement of 1049-234NMAC20232/02 Procurement of medical equipment for Inner Mongolia Medical College hospitals(1),2023-10-16,2023-10-16,Currency,"1049-234NMAC20232/02,Procurement of medical equipment for Inner Mongolia Medical College hospitals",ff808081870df1e9018b3755a9020617,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3755a9020617.html
1497,Procurement of 1825-234A20232113 Shanghai First People's Hospital liquid chromatography-tandem mass spectrometry system(1),2023-10-16,2023-10-16,Currency,"1825-234A20232113,Shanghai First People's Hospital liquid chromatography-tandem mass spectrometry system",ff808081870df1e9018b3751fec30263,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3751fec30263.html
1498,Procurement of 0614-234SY2310780 CNC cylindrical grinder procurement(2),2023-10-16,2023-10-16,Currency,"0614-234SY2310780,CNC cylindrical grinder procurement",ff808081870df1e9018b3751154f0177,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3751154f0177.html
1499,Procurement of 5255-234TDSZGJ006 Yiyao Printing Post press Processing Production Line Introduction Project (Jiangsu)(1),2023-10-16,2023-10-16,Currency,"5255-234TDSZGJ006,Yiyao Printing Post press Processing Production Line Introduction Project (Jiangsu)",ff808081870df1e9018b374702ae777e,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b374702ae777e.html
1500,Procurement of 0712-234012303040 Yanshan Branch - Preparation and evaluation of organic luminescent materials and mold test device project Organic luminescent material synthesis simulation device(1),2023-10-16,2023-10-16,Currency,"0712-234012303040,Yanshan Branch - Preparation and evaluation of organic luminescent materials and mold test device project Organic luminescent ",ff808081870df1e9018b374099c67102,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b374099c67102.html
1501,"Procurement of 4197-234BOEBJ0001/04 Beijing BOE Optoelectronics Technology Co., Ltd. equipment procurement project(1)",2023-10-16,2023-10-16,Currency,"4197-234BOEBJ0001/04,Beijing BOE Optoelectronics Technology Co., Ltd. equipment procurement project",ff808081870df1e9018b3732dd486343,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3732dd486343.html
1502,Procurement of 0660-2340GMS93111/03 Side Encapsulation Oven Equipment(1),2023-10-16,2023-10-16,Currency,"0660-2340GMS93111/03,Side Encapsulation Oven Equipment",ff808081870df1e9018b3732dd48633c,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3732dd48633c.html
1503,Procurement of 0716-234000023210/03 Cable Tray(Concentrator Plant) Procurement for the Kinsevere Expansion Project(1),2023-10-16,2023-10-16,Currency,"0716-234000023210/03,Cable Tray(Concentrator Plant) Procurement for the Kinsevere Expansion Project",ff808081870df1e9018b3731f7ef6259,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3731f7ef6259.html
1504,Procurement of 0716-234000023210/06 Cable (Concentrator Plant) Procurement for the Kinsevere Expansion Project(1),2023-10-16,2023-10-16,Currency,"0716-234000023210/06,Cable (Concentrator Plant) Procurement for the Kinsevere Expansion Project",ff808081870df1e9018b37301f6c6054,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b37301f6c6054.html
1505,"Procurement of 0712-234032302064/01 ABS plant upgrading Project of Sinopec Shanghai Gaoqiao Petrochemical Co., LTD(1)",2023-10-16,2023-10-16,Currency,"0712-234032302064/01,ABS plant upgrading Project of Sinopec Shanghai Gaoqiao Petrochemical Co., LTD",ff808081870df1e9018b3729b59159e6,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3729b59159e6.html
1506,Procurement of 0811-234DSITC2371 Fully automatic cleaning machine (multi chamber)(1),2023-10-16,2023-10-16,Currency,"0811-234DSITC2371,Fully automatic cleaning machine (multi chamber)",ff808081870df1e9018b372439125442,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b372439125442.html
1507,"Procurement of 0701-234208070117 China Automobile Academy (Jiangsu) Automotive Engineering Research Institute Co., LTD., vehicle and parts electromagnetic compatibility test system procurement(1)",2023-10-16,2023-10-16,Currency,"0701-234208070117,China Automobile Academy (Jiangsu) Automotive Engineering Research Institute Co., LTD., vehicle and parts electromagnetic",ff808081870df1e9018b37226368525e,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b37226368525e.html
1508,Procurement of 0610-2340IH011195 Procurement of Film Thickness Measurement Equipment for 12-inch Semiconductor IC Wafer for YDMT(1),2023-10-16,2023-10-16,Currency,"0610-2340IH011195,Procurement of Film Thickness Measurement Equipment for 12-inch Semiconductor IC Wafer for YDMT",ff808081870df1e9018b372090065068,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b372090065068.html
1509,Procurement of 0834-2341SH23A381 Wireless integrated test system(2),2023-10-16,2023-10-16,Currency,"0834-2341SH23A381,Wireless integrated test system",ff808081870df1e9018b371eba2b4e6e,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b371eba2b4e6e.html
1510,Procurement of 0729-234OIT320046/03 Electron beam evaporation(1),2023-10-16,2023-10-16,Currency,"0729-234OIT320046/03,Electron beam evaporation",ff808081870df1e9018b3713bdf7435a,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3713bdf7435a.html
1511,Procurement of 0613-234025124813 Equipment Procurement Project of Changsha HKC Optoelectronics G8.6 TFT-LCD LD/ULD Robot(2),2023-10-16,2023-10-16,Currency,"0613-234025124813,Equipment Procurement Project of Changsha HKC Optoelectronics G8.6 TFT-LCD LD/ULD Robot",ff808081870df1e9018b3711ed184174,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3711ed184174.html
1512,Procurement of 0705-234023603822 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-16,2023-10-16,Currency,"0705-234023603822,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b36f49d0a243e,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36f49d0a243e.html
1513,Procurement of 0729-234OIT861535 Biomolecular Visualization Analysis Platform(1),2023-10-16,2023-10-16,Currency,"0729-234OIT861535,Biomolecular Visualization Analysis Platform",ff808081870df1e9018b36f49d092437,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36f49d092437.html
1514,Procurement of 0705-234023603821/02 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-16,2023-10-16,Currency,"0705-234023603821/02,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b36f2c8ca229c,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36f2c8ca229c.html
1515,Procurement of 0736-234020230127 CNC Gear Shaping Machine(1),2023-10-16,2023-10-16,Currency,"0736-234020230127,CNC Gear Shaping Machine",ff808081870df1e9018b36f0f35820aa,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36f0f35820aa.html
1516,Procurement of 0729-234OIT271970/03 thermal dilatometer and dynamic thermomechanical analyzer(1),2023-10-16,2023-10-16,Currency,"0729-234OIT271970/03,thermal dilatometer and dynamic thermomechanical analyzer",ff808081870df1e9018b36ef1f451ebf,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36ef1f451ebf.html
1517,Procurement of 0705-234023603821/01 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-16,2023-10-16,Currency,"0705-234023603821/01,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b36ed4ad61cd9,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36ed4ad61cd9.html
1518,Procurement of 0705-234023603820 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-16,2023-10-16,Currency,"0705-234023603820,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b36ed4ad71ce1,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36ed4ad71ce1.html
1519,Procurement of 0729-234OIT271970/02 Nano Indenter(1),2023-10-16,2023-10-16,Currency,"0729-234OIT271970/02,Nano Indenter",ff808081870df1e9018b36ed4ad71ce5,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36ed4ad71ce5.html
1520,Procurement of 0729-234OIT271970/01 Focused Ion/Electron DualBeam Microscope(1),2023-10-16,2023-10-16,Currency,"0729-234OIT271970/01,Focused Ion/Electron DualBeam Microscope",ff808081870df1e9018b36e9a0991924,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36e9a0991924.html
1521,Procurement of 0705-234023603819 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-16,2023-10-16,Currency,"0705-234023603819,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b36e9a099191d,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36e9a099191d.html
1522,Procurement of 0613-234025204405 New energy automobile parts electromagnetic compatibility test capacity building project(1),2023-10-16,2023-10-16,Currency,"0613-234025204405,New energy automobile parts electromagnetic compatibility test capacity building project",ff808081870df1e9018b36e7cbbf1744,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36e7cbbf1744.html
1523,Procurement of 0613-234025204333 40T vibration impact test bench(1),2023-10-16,2023-10-16,Currency,"0613-234025204333,40T vibration impact test bench",ff808081870df1e9018b36e7cbbf173e,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36e7cbbf173e.html
1524,Procurement of 0705-234002022008 Procurement of Full Band Optical Performance Testing System(1),2023-10-16,2023-10-16,Currency,"0705-234002022008,Procurement of Full Band Optical Performance Testing System",ff808081870df1e9018b36e5f735155d,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36e5f735155d.html
1525,Procurement of 0705-234002022007 Procurement of Optoelectronic and Dielectric Testing Systems(1),2023-10-16,2023-10-16,Currency,"0705-234002022007,Procurement of Optoelectronic and Dielectric Testing Systems",ff808081870df1e9018b36dea44d0e1a,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36dea44d0e1a.html
1526,Procurement of GKJY-23H310 Optical communication simulation software geometric modeling CAD kernel,2023-10-16,2023-10-16,Currency,"GKJY-23H310,Optical communication simulation software geometric modeling CAD kernel",ff808081870df1e9018b36d83c5f07d1,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36d83c5f07d1.html
1527,Procurement of 0705-234002022006 Procurement of X-ray diffractometer system(2),2023-10-16,2023-10-16,Currency,"0705-234002022006,Procurement of X-ray diffractometer system",ff808081870df1e9018b36d750e306b9,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36d750e306b9.html
1528,Procurement of 0777-234HRSHCXBZJ International Bidding for 2023 High Capacity Rinsing Liquid Packaging Machine Update in the Soft Bag Infusion Workshop of the Industrial Park Business Unit(1),2023-10-16,2023-10-16,Currency,"0777-234HRSHCXBZJ,International Bidding for 2023 High Capacity Rinsing Liquid Packaging Machine Update in the Soft Bag Infusion Workshop of the Industrial Park Business Unit",ff808081870df1e9018b36c24242724d,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36c24242724d.html
1529,"Procurement of 0705-234201018007 ICB PROCUREMENT OF Water Play Area (Water Feature) Design, Fabrication and installation(1)",2023-10-16,2023-10-16,Currency,"0705-234201018007,ICB PROCUREMENT OF Water Play Area (Water Feature) Design, Fabrication and installation",ff808081870df1e9018b36b8307d6887,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36b8307d6887.html
1530,Procurement of 0613-234123074709 Endoscopic surgical instrument control system(1),2023-10-16,2023-10-16,Currency,"0613-234123074709,Endoscopic surgical instrument control system",ff808081870df1e9018b36b487b964ef,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36b487b964ef.html
1531,"Procurement of 1067-234I20230771 Yu wu coal industry hydraulic station, main shaft lifting mechanism moving(1)",2023-10-16,2023-10-16,Currency,"1067-234I20230771,Yu wu coal industry hydraulic station, main shaft lifting mechanism moving",ff808081870df1e9018b369651bc477e,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b369651bc477e.html
1532,"Procurement of 0716-234HNC961793 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. CNC tool grinding machine (large diameter milling tool processing) procurement project(1)",2023-10-16,2023-10-16,Currency,"0716-234HNC961793,Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. CNC tool grinding machine (large diameter milling tool processing)",ff808081870df1e9018b3691bc0842eb,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3691bc0842eb.html
1533,Procurement of 5255-234TDSZGJ007 Yiyao Printing Post press Processing Production Line Introduction Project (Tianjin)(1),2023-10-16,2023-10-16,Currency,"5255-234TDSZGJ007,Yiyao Printing Post press Processing Production Line Introduction Project (Tianjin)",ff808081870df1e9018b368c3e563d4f,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b368c3e563d4f.html
1534,Procurement of 0618-234TC239Q00E/01 Project of network comprehensive tester(2),2023-10-16,2023-10-16,Currency,"0618-234TC239Q00E/01,Project of network comprehensive tester",ff808081870df1e9018b3688947739ab,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3688947739ab.html
1535,Procurement of GKJY-23H310 Optical communication simulation software geometric modeling CAD kernel,2023-10-16,2023-10-16,Currency,"GKJY-23H310,Optical communication simulation software geometric modeling CAD kernel",ff808081870df1e9018b3686bf8437d2,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3686bf8437d2.html
1536,"Procurement of 1042-234HYJ671162 Anhui Aike Medical Technology Co., Ltd. purchase medical equipment project(1)",2023-10-16,2023-10-16,Currency,"1042-234HYJ671162,Anhui Aike Medical Technology Co., Ltd. purchase medical equipment project",ff808081870df1e9018b368144b83272,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b368144b83272.html
1537,Procurement of 0729-234OIT290138 Guangdong Israel Institute of Technology Hydrogen Internal Combustion Engine Procurement Project(1),2023-10-16,2023-10-16,Currency,"0729-234OIT290138,Guangdong Israel Institute of Technology Hydrogen Internal Combustion Engine Procurement Project",ff808081870df1e9018b367905152a5a,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b367905152a5a.html
1538,Procurement of 0704-2340JDCP1294 Lingshui 17-2 10d/11d Gas Field Development Project Master Control Station (MCS)(1),2023-10-16,2023-10-16,Currency,"0704-2340JDCP1294,Lingshui 17-2 10d/11d Gas Field Development Project Master Control Station (MCS)",ff808081870df1e9018b367470f52566,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b367470f52566.html
1539,Procurement of  0618-234TC23960CT Announcement on the suspension of high-precision chip forward welding machine(1),2023-10-16,2023-10-16,Currency," 0618-234TC23960CT,High precision chip forward welding machine",ff808081870df1e9018b366b4ae61c30,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b366b4ae61c30.html
1540,Procurement of 0664-2340SUMECF46/04 Electromagnetic tension control system for glass fibers(1),2023-10-16,2023-10-16,Currency,"0664-2340SUMECF46/04,Electromagnetic tension control system for glass fibers",ff808081870df1e9018b3667a0d1188c,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3667a0d1188c.html
1541,Procurement of 0618-234TC23960CY Announcement of suspension of thin film flying needle testing system(1),2023-10-16,2023-10-16,Currency,"0618-234TC23960CY,Thin film flying needle testing system",ff808081870df1e9018b3666b50b179f,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3666b50b179f.html
1542,Procurement of 0618-234TC23960CS Announcement of suspension of flip chip placement machine(1),2023-10-16,2023-10-16,Currency,"0618-234TC23960CS,flip chip bonder",ff808081870df1e9018b36630b811402,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36630b811402.html
1543,"Procurement of 5318-2342023SBZ18 Electronic gastroscopy system, argon knife procurement project(1)",2023-10-16,2023-10-16,Currency,"5318-2342023SBZ18,Electronic gastroscopy system, argon knife procurement project",ff808081870df1e9018b36621fd91309,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36621fd91309.html
1544,Procurement of 0664-2340SUMECF46/05 Refiner combination machine and Rebeaming machine(1),2023-10-16,2023-10-16,Currency,"0664-2340SUMECF46/05,Refiner combination machine and Rebeaming machine",ff808081870df1e9018b36546429054d,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36546429054d.html
1545,Procurement of 0613-234021142400 Dp final line 4 C100 retrofit(1),2023-10-16,2023-10-16,Currency,"0613-234021142400,Dp final line 4 C100 retrofit",ff808081870df1e9018b3646ad5e77ad,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3646ad5e77ad.html
1546,"Procurement of 0762-2340CBNB5016 Wenzhou Port Service Co., Ltd. 5200 horsepower dual purpose tugboat rudder and propeller system procurement project(2)",2023-10-16,2023-10-16,Currency,"0762-2340CBNB5016,Wenzhou Port Service Co., Ltd. 5200 horsepower dual purpose tugboat rudder and propeller system procurement project",ff808081870df1e9018b363d82306e6a,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b363d82306e6a.html
1547,Procurement of 1384-234192023025 Procurement of 1 set of nanopore sequencing system(2),2023-10-16,2023-10-16,Currency,"1384-234192023025,Procurement of 1 set of nanopore sequencing system",ff808081870df1e9018b36362f136731,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36362f136731.html
1548,Procurement of 4197-214VISIONOX3/126 G6 Flexible AMOLED Production Line Project(1),2023-10-16,2023-10-16,Currency,"4197-214VISIONOX3/126,G6 Flexible AMOLED Production Line Project",ff808081870df1e9018b36362f13673e,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36362f13673e.html
1549,Procurement of 4197-214VISIONOX3/117 G6 Flexible AMOLED Production Line Project(1),2023-10-16,2023-10-16,Currency,"4197-214VISIONOX3/117,G6 Flexible AMOLED Production Line Project",ff808081870df1e9018b36362f136738,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36362f136738.html
1550,Procurement of 0739-2341G019CNPE HYDRAULIC SNUBBER EQUIPMENT for REACTOR COOLANT PUMP & STEAM GENERATOR FOR ZHANGZHOU NPP PROJECT UNIT 3&4(2),2023-10-16,2023-10-16,Currency,"0739-2341G019CNPE,HYDRAULIC SNUBBER EQUIPMENT for REACTOR COOLANT PUMP & STEAM GENERATOR FOR ZHANGZHOU NPP PROJECT UNIT 3&4",ff808081870df1e9018b362edb8c5fc4,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b362edb8c5fc4.html
1551,"Procurement of 1042-234HYJ661137 Ruilong Automotive Power Co., LTD. 2023 new purchase of CNC tool grinding machine project(1)",2023-10-16,2023-10-16,Currency,"1042-234HYJ661137,Ruilong Automotive Power Co., LTD. 2023 new purchase of CNC tool grinding machine project",ff808081870df1e9018b3625b3e35681,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3625b3e35681.html
1552,"Procurement of 0716-234HNC961388 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. diamond coating quality testing equipment procurement project[Rebidding](1)",2023-10-16,2023-10-16,Currency,"0716-234HNC961388,Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. diamond coating quality testing equipment procurement project[Rebidding]",ff808081870df1e9018b3624c923558d,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3624c923558d.html
1553,"Procurement of 0716-234HNC961228 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. Mosaic machine procurement project[Rebidding](1)",2023-10-16,2023-10-16,Currency,"0716-234HNC961228,Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. Mosaic machine procurement project[Rebidding]",ff808081870df1e9018b3624c9235593,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3624c9235593.html
1554,Procurement of 0730-234011020399/16 CF Projection Exposure(1),2023-10-16,2023-10-16,Currency,"0730-234011020399/16,CF Projection Exposure",ff808081870df1e9018b3623dfba5472,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3623dfba5472.html
1555,"Procurement of 0716-234HNC961369 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. the first batch of CVD diamond coating equipment procurement project[Rebidding](1)",2023-10-16,2023-10-16,Currency,"0716-234HNC961369,Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. the first batch of CVD diamond coating equipment procurement project[Rebidding]",ff808081870df1e9018b3621211c51ae,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3621211c51ae.html
1556,"Procurement of 0716-234HNC961371 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. the second batch of CVD diamond coating equipment procurement project[Rebidding](1)",2023-10-16,2023-10-16,Currency,"0716-234HNC961371,Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. the second batch of CVD diamond coating equipment procurement project[Rebidding]",ff808081870df1e9018b3621211c51b4,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b3621211c51b4.html
1557,Procurement of 0739-234C0012CNPE UX-30 Protective Shipping Packages(3),2023-10-16,2023-10-16,Currency,"0739-234C0012CNPE,UX-30 Protective Shipping Packages",ff808081870df1e9018b362035545098,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b362035545098.html
1558,Procurement of 0613-234021143960 ZF-8HP project welding machine(1),2023-10-16,2023-10-16,Currency,"0613-234021143960,ZF-8HP project welding machine",ff808081870df1e9018b36170dcb4783,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b36170dcb4783.html
1559,Procurement of 0720-2340zbzx0180/01 Continuous pipe operation locomotive chassis(46ton)(1),2023-10-16,2023-10-16,Currency,"0720-2340zbzx0180/01,Continuous pipe operation locomotive chassis(46ton)",ff808081870df1e9018b360fbbd34050,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b360fbbd34050.html
1560,Procurement of 0720-2340zbzx0190 PetroChina Jilin Petrochemical Company The Bidding Documents of Online Chromatographic Analyzer(1),2023-10-16,2023-10-16,Currency,"0720-2340zbzx0190,PetroChina Jilin Petrochemical Company The Bidding Documents of Online Chromatographic Analyzer",ff808081870df1e9018b35f9c1bb2ae4,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b35f9c1bb2ae4.html
1561,Procurement of 0623-2340J1116008 Anren People's Hospital Digestive Endoscopy Platform System Procurement Project (High Definition Electronic Gastroenteroscopy System and Endoscopic Ultrasound Diagnosis Equipment)(1),2023-10-16,2023-10-16,Currency,"0623-2340J1116008,Anren People's Hospital Digestive Endoscopy Platform System Procurement Project (High Definition Electronic Gastroenteroscopy System and Endoscopic Ultrasound Diagnosis Equipment)",ff808081870df1e9018b35f099fa21ef,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b35f099fa21ef.html
1562,Procurement of 0613-234024104963 Pan tilt auxiliary equipment(1),2023-10-16,2023-10-16,Currency,"0613-234024104963,Pan tilt auxiliary equipment",ff808081870df1e9018b34b02a756ef2,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b34b02a756ef2.html
1563,Procurement of 0613-234024104961 FE port lens group(1),2023-10-16,2023-10-16,Currency,"0613-234024104961,FE port lens group",ff808081870df1e9018b34aaacfb69a2,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b34aaacfb69a2.html
1564,Procurement of 0613-234024104825 Intelligent overspeed centrifuge(1),2023-10-16,2023-10-16,Currency,"0613-234024104825,Intelligent overspeed centrifuge",ff808081870df1e9018b34a52dd16450,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b34a52dd16450.html
