Manual_ID,project_name,createTime,publishTime,capitalSourceName,digest,fdid,Tender_type,project_url
1565,"Procurement of 0762-2340CBNB5014 Cixi Drainage Co., Ltd. Affiliated Pump Station Water Pump Procurement Project(1)",2023-10-15,2023-10-15,Currency,"0762-2340CBNB5014,Cixi Drainage Co., Ltd. Affiliated Pump Station Water Pump Procurement Project",ff808081870df1e9018b326bb98b41d5,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b326bb98b41d5.html
1566,"Procurement of 0729-234OIT300570 Procurement project of telescope mirror materials of Nanjing Institute of Astronomy and Optics Technology, Chinese Academy of Sciences",2023-10-14,2023-10-14,Currency,"0729-234OIT300570,Procurement project of telescope mirror materials of Nanjing Institute of Astronomy and Optics Technology, Chinese Academy of Sciences",ff808081870df1e9018b2e4d095f50c1,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2e4d095f50c1.html
1567,Procurement of 2000-234HG2360550 University of Shanghai for Science and Technology of Procurement of thermal expansion analyzer(1),2023-10-14,2023-10-14,Currency,"2000-234HG2360550,University of Shanghai for Science and Technology of Procurement of thermal expansion analyzer",ff808081870df1e9018b2d5899f366a5,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2d5899f366a5.html
1568,Procurement of 2000-234HG2360551 University of Shanghai for Science and Technology of Procurement of dynamic thermo-mechanical analyzer(1),2023-10-14,2023-10-14,Currency,"2000-234HG2360551,University of Shanghai for Science and Technology of Procurement of dynamic thermo-mechanical analyzer",ff808081870df1e9018b2d5899f26699,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2d5899f26699.html
1569,Procurement of 0705-234121603115/01 Mask Writer System(2),2023-10-14,2023-10-14,Currency,"0705-234121603115/01,Mask Writer System",ff808081870df1e9018b2c4a829a6433,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2c4a829a6433.html
1570, Procurement of 0705-234121603115/02 Mask Writer System(2),2023-10-14,2023-10-14,Currency,"0705-234121603115/02,Mask Writer System",ff808081870df1e9018b2c4a829a642b,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2c4a829a642b.html
1571,Procurement of 0705-234121603115/03 Mask Writer System(2),2023-10-14,2023-10-14,Currency,"0705-234121603115/03,Mask Writer System",ff808081870df1e9018b2c4a829b643b,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2c4a829b643b.html
1572,Procurement of 0705-234006001039 ICB Procurement of Laser confocal three-dimensional optical imager for SJTU(1),2023-10-14,2023-10-14,Currency,"0705-234006001039,ICB Procurement of Laser confocal three-dimensional optical imager for SJTU",ff808081870df1e9018b2c415b1f5b2f,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2c415b1f5b2f.html
1573,Procurement of 0779-23400210A004 Vacuum Assembly Testing System [Re bidding] Change Announcement(1),2023-10-14,2023-10-14,Currency,"0779-23400210A004,Vacuum assembly test system",ff808081870df1e9018b2c214ef23c6f,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2c214ef23c6f.html
1574,"Procurement of 0712-234022303097 Emergency shut-off valve for Sinopec Shanghai Petrochemical Co.,Ltd(1)",2023-10-14,2023-10-14,Currency,"0712-234022303097,Emergency shut-off valve for Sinopec Shanghai Petrochemical Co.,Ltd",ff808081870df1e9018b2bbf59455eaa,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2bbf59455eaa.html
1575,Procurement of 0765-234HQZB00017 Shenzhen LNG Emergency Peak-shaving Receiving Terminal Project Venturi Flowmeter(1),2023-10-13,2023-10-13,Currency,"0765-234HQZB00017,Shenzhen LNG Emergency Peak-shaving Receiving Terminal Project Venturi Flowmeter",ff808081870df1e9018b2979136a31a2,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2979136a31a2.html
1576,"Procurement of 0712-234022303085 PDS ball valve for Sinopec SK Petrochemical Co.,Ltd(1)",2023-10-13,2023-10-13,Currency,"0712-234022303085,PDS ball valve for Sinopec SK Petrochemical Co.,Ltd",ff808081870df1e9018b2949783c03a0,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2949783c03a0.html
1577,"Procurement of 1067-234I20230927 Shanxi Lu'an Environmental Energy Development Co. , Ltd. . Changcun coal mine diesel gear rail purchase(1)",2023-10-13,2023-10-13,Currency,"1067-234I20230927,Shanxi Lu'an Environmental Energy Development Co. , Ltd. . Changcun coal mine diesel gear rail purchase",ff808081870df1e9018b28ea41522878,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28ea41522878.html
1578," Procurement of 4197-234BOEBJ0001/06 Beijing BOE Optoelectronics Technology Co., Ltd. equipment procurement project(1)",2023-10-13,2023-10-13,Currency,"4197-234BOEBJ0001/06,Beijing BOE Optoelectronics Technology Co., Ltd. equipment procurement project",ff808081870df1e9018b28e4c1d32320,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28e4c1d32320.html
1579,Procurement of 0817-234GXYLZB027 Display Driver IC Test System Bidding Project(1),2023-10-13,2023-10-13,Currency,"0817-234GXYLZB027,Display Driver IC Test System Bidding Project",ff808081870df1e9018b28d273b510b7,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28d273b510b7.html
1580,Procurement of 0712-234032303075/03 Dalian Institute of Biodegradable Materials and monomer research and development and application key laboratory construction project,2023-10-13,2023-10-13,Currency,"0712-234032303075/03,Dalian Institute of Biodegradable Materials and monomer research and development and application key laboratory construction project",ff808081870df1e9018b28bd65067c32,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28bd65067c32.html
1581,Procurement of 4197-2140CSOT0029/122 WHCSOT G6 Flexible LTPS-AMOLED Display Project(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOT0029/122,WHCSOT G6 Flexible LTPS-AMOLED Display Project",ff808081870df1e9018b28bc7a647b45,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28bc7a647b45.html
1582,"Procurement of 4197-2340SHJT0002/40 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)",2023-10-13,2023-10-13,Currency,"4197-2340SHJT0002/40,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd",ff808081870df1e9018b28b6fc5575c0,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28b6fc5575c0.html
1583,"Procurement of 4197-2340SHJT0002/25 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)",2023-10-13,2023-10-13,Currency,"4197-2340SHJT0002/25,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd",ff808081870df1e9018b28b6fc5575c8,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28b6fc5575c8.html
1584,Procurement of 0817-234GXYLZB026 Wafer Prober Bidding Project(1),2023-10-13,2023-10-13,Currency,"0817-234GXYLZB026,Wafer Prober Bidding Project",ff808081870df1e9018b28b17f6f7054,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28b17f6f7054.html
1585,Procurement of 4197-2140CSOT0010/100 TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOT0010/100,TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject",ff808081870df1e9018b28acebe76baa,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28acebe76baa.html
1586,Procurement of 4197-2140CSOT0010/99 TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOT0010/99,TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject",ff808081870df1e9018b28acebe76ba2,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28acebe76ba2.html
1587,Procurement of 4197-2140CSOT0010/105 TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOT0010/105,TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject",ff808081870df1e9018b28acebe76bb2,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28acebe76bb2.html
1588,Procurement of 4197-2140CSOT0010/104 TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOT0010/104,TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject",ff808081870df1e9018b28acebe86bba,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28acebe86bba.html
1589,Procurement of 4197-2140CSOT0010/103 TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOT0010/103,TCL Group Module Integrated Industry Chain Intelligent Manufacturing Park-CSOT High Generation Module Subproject",ff808081870df1e9018b28acebe66b9a,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28acebe66b9a.html
1590,Procurement of 2559-234MT2309041 refer to Chinese(1),2023-10-13,2023-10-13,Currency,"2559-234MT2309041,refer to Chinese",ff808081870df1e9018b28abffa06aa7,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28abffa06aa7.html
1591,Procurement of 0701-234208070091 Active and passive safety integration ADAS evaluation capacity building V2(1),2023-10-13,2023-10-13,Currency,"0701-234208070091,Active and passive safety integration ADAS evaluation capacity building V2",ff808081870df1e9018b28abffa06aa0,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28abffa06aa0.html
1592,Procurement of 4197-2140CSOTSZ02/67 M10 MNT capacity expansion project(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOTSZ02/67,M10 MNT capacity expansion project",ff808081870df1e9018b289f2e795db5,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b289f2e795db5.html
1593,Procurement of 4197-2140CSOTSZ02/63 M10 MNT capacity expansion project(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOTSZ02/63,M10 MNT capacity expansion project",ff808081870df1e9018b289f2e785dad,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b289f2e785dad.html
1594,Procurement of 4197-2140CSOTSZ02/68 M10 MNT capacity expansion project(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOTSZ02/68,M10 MNT capacity expansion project",ff808081870df1e9018b289f2e785da5,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b289f2e785da5.html
1595,Procurement of 0712-234032303079/02 Dalian Institute High-end Special Oil Synthesis Technology Research and Development Platform Construction Project(1),2023-10-13,2023-10-13,Currency,"0712-234032303079/02,Dalian Institute High-end Special Oil Synthesis Technology Research and Development Platform Construction Project",ff808081870df1e9018b2898c6405763,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2898c6405763.html
1596,Procurement of 0834-2341SH23A346 Shanghai Ocean University automatic microwave digestion extractor and portable measurement system purchase project(1),2023-10-13,2023-10-13,Currency,"0834-2341SH23A346,Shanghai Ocean University automatic microwave digestion extractor and portable measurement system purchase project",ff808081870df1e9018b28925d86510c,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28925d86510c.html
1597,Procurement of 4197-2140CSOTGZT9/288 GZCSOT G8.6 Oxide Semiconductor Display Project(1),2023-10-13,2023-10-13,Currency,"4197-2140CSOTGZT9/288,GZCSOT G8.6 Oxide Semiconductor Display Project",ff808081870df1e9018b288b0a3b49db,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b288b0a3b49db.html
1598,Procurement of 0712-234032303073/02 Sinopec Bio-fuel and Bio-chemical Key laboratory improvement project(1),2023-10-13,2023-10-13,Currency,"0712-234032303073/02,Sinopec Bio-fuel and Bio-chemical Key laboratory improvement project",ff808081870df1e9018b2880f79e3fcd,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2880f79e3fcd.html
1599,Procurement of 0834-2341SH23A328 Shanghai Ocean University three-dimensional fluorescence spectrophotometer acquisition project(1),2023-10-13,2023-10-13,Currency,"0834-2341SH23A328,Shanghai Ocean University three-dimensional fluorescence spectrophotometer acquisition project",ff808081870df1e9018b287e3b583d21,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b287e3b583d21.html
1600,Procurement of 0704-2340JDCP1764 Well Development Project in Block 13-2 of the Bozhong 19-6 Oil and Gas Field Downhole Electronic Pressure Gauge and Services(2),2023-10-13,2023-10-13,Currency,"0704-2340JDCP1764,Well Development Project in Block 13-2 of the Bozhong 19-6 Oil and Gas Field Downhole Electronic Pressure Gauge and Services",ff808081870df1e9018b287b79ea3a4e,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b287b79ea3a4e.html
1601,Procurement of 1473-2340GK02H237/ High precision pos system of Aerospace Information Innovation Institute of Chinese Academy of Sciences(1),2023-10-13,2023-10-13,Currency,"1473-2340GK02H237/,High precision pos system of Aerospace Information Innovation Institute of Chinese Academy of Sciences",ff808081870df1e9018b287252383132,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b287252383132.html
1602,Procurement of 0712-234032302072 Updating project of borehole seismic acquisition equipment of Sinopec Geophysical Company in 2023.(1),2023-10-13,2023-10-13,Currency,"0712-234032302072,Updating project of borehole seismic acquisition equipment of Sinopec Geophysical Company in 2023.",ff808081870df1e9018b28707bd72f5c,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b28707bd72f5c.html
1603,"Procurement of 0729-234OIT391438 Procurement Project of High throughput Simultaneous Asynchronous Parallel Nanodevice Parameter Testing System of Institute of Microelectronics, Chinese Academy (1)",2023-10-13,2023-10-13,Currency,"0729-234OIT391438,Procurement Project of High throughput Simultaneous Asynchronous Parallel Nanodevice Parameter Testing System of Institute ",ff808081870df1e9018b286be8ac2acd,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b286be8ac2acd.html
1604,"Procurement of 0623-2340J1110302/01 Hunan Wolbo Precision Tools Co., Ltd. grinding machine equipment and CNC tool measuring machine procurement project(1)",2023-10-13,2023-10-13,Currency,"0623-2340J1110302/01,Hunan Wolbo Precision Tools Co., Ltd. grinding machine equipment and CNC tool measuring machine procurement project",ff808081870df1e9018b286840132720,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b286840132720.html
1605,"Procurement of 0623-2340J1110302/02 Hunan Wolbo Precision Tools Co., Ltd. grinding machine equipment and CNC tool measuring machine procurement project(1)",2023-10-13,2023-10-13,Currency,"0623-2340J1110302/02,Hunan Wolbo Precision Tools Co., Ltd. grinding machine equipment and CNC tool measuring machine procurement project",ff808081870df1e9018b286840132724,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b286840132724.html
1606,Procurement of 4197-234BOEM30001/51 BOE High-end Module Project(2),2023-10-13,2023-10-13,Currency,"4197-234BOEM30001/51,BOE High-end Module Project",ff808081870df1e9018b2860ec011f9f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b2860ec011f9f.html
1607,Procurement of 4197-234BOEM30001/50 BOE High-end Module Project(2),2023-10-13,2023-10-13,Currency,"4197-234BOEM30001/50,BOE High-end Module Project",ff808081870df1e9018b286003361e8c,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b286003361e8c.html
